"Id","Name","Type","Tags","UsageStart","UsageEnd","BillingPeriodName","InvoiceName","InstanceName","InstanceId","InstanceLocation","Currency","UsageQuantity","BillableQuantity","PretaxCost","IsEstimated","MeterId","MeterDetails","AdditionalProperties"
"/subscriptions/2807da60-5d5e-4f5f-b247-1f4bbd1833f4/providers/Microsoft.Consumption/usageDetails/1e03374f1cf40a455da6ae8821706932","1e03374f1cf40a455da6ae8821706932","Microsoft.Consumption/usageDetails","System.Collections.Generic.Dictionary`2[System.String,System.String]","05-04-2018 00:00:00","05-04-2018 23:59:59","201805-1",,"ACCRST-2","/subscriptions/2807da60-5d5e-4f5f-b247-1f4bbd1833f4/resourceGroups/NCFXRG/providers/Microsoft.Compute/virtualMachines/ACCRST-2","southcentralus","USD","0.001176","0.001176","0.000102380855583111","True","9995d93a-7d35-4d3f-9c69-7a7fea447ef4",,
"/subscriptions/2807da60-5d5e-4f5f-b247-1f4bbd1833f4/providers/Microsoft.Consumption/usageDetails/a31bfcdfec127bbec8c5f1941dd706ea","a31bfcdfec127bbec8c5f1941dd706ea","Microsoft.Consumption/usageDetails","System.Collections.Generic.Dictionary`2[System.String,System.String]","05-04-2018 00:00:00","05-04-2018 23:59:59","201805-1",,"ACCRST-1","/subscriptions/2807da60-5d5e-4f5f-b247-1f4bbd1833f4/resourceGroups/NCFXRG/providers/Microsoft.Compute/virtualMachines/ACCRST-1","southcentralus","USD","0.001199","0.001199","0.000104383202248427","True","9995d93a-7d35-4d3f-9c69-7a7fea447ef4",,
"/subscriptions/2807da60-5d5e-4f5f-b247-1f4bbd1833f4/providers/Microsoft.Consumption/usageDetails/933f7751a9f41289ef64773a446cdee3","933f7751a9f41289ef64773a446cdee3","Microsoft.Consumption/usageDetails",,"05-04-2018 00:00:00","05-04-2018 23:59:59","201805-1",,"azp1cc96926c865a5c01","/subscriptions/2807da60-5d5e-4f5f-b247-1f4bbd1833f4/resourceGroups/default-storage-southeastasia/providers/Microsoft.ClassicStorage/storageAccounts/azp1cc96926c865a5c01","apsoutheast","USD","0.000237","0.000237","0","True","955c7d3a-efd8-49f7-a4bd-e71cde2aa138",,
"/subscriptions/2807da60-5d5e-4f5f-b247-1f4bbd1833f4/providers/Microsoft.Consumption/usageDetails/d2c69c52167b9f18f14bdf4b4bad6c01","d2c69c52167b9f18f14bdf4b4bad6c01","Microsoft.Consumption/usageDetails",,"05-04-2018 00:00:00","05-04-2018 23:59:59","201805-1",,"azp1cc96926c865a5c01","/subscriptions/2807da60-5d5e-4f5f-b247-1f4bbd1833f4/resourceGroups/default-storage-southeastasia/providers/Microsoft.ClassicStorage/storageAccounts/azp1cc96926c865a5c01","apsoutheast","USD","0.000027","0.000027","0.00000245677888989991","True","92567832-8613-47c4-9e8a-b2b9461a4875",,
"/subscriptions/2807da60-5d5e-4f5f-b247-1f4bbd1833f4/providers/Microsoft.Consumption/usageDetails/abc7faa689f132fdeaabab1fa85529f6","abc7faa689f132fdeaabab1fa85529f6","Microsoft.Consumption/usageDetails","System.Collections.Generic.Dictionary`2[System.String,System.String]","05-04-2018 00:00:00","05-04-2018 23:59:59","201805-1",,"qfy4lbchiohweclm","/subscriptions/2807da60-5d5e-4f5f-b247-1f4bbd1833f4/resourceGroups/NCFXRG/providers/Microsoft.Storage/storageAccounts/qfy4lbchiohweclm","ussouthcentral","USD","0.3776","0.3776","0.000134689742748299","True","42e2a22f-fabf-41ea-a21e-e86bb3ff5799",,
"/subscriptions/2807da60-5d5e-4f5f-b247-1f4bbd1833f4/providers/Microsoft.Consumption/usageDetails/dc2c7fe8a0585e9762998d95a91877f3","dc2c7fe8a0585e9762998d95a91877f3","Microsoft.Consumption/usageDetails","System.Collections.Generic.Dictionary`2[System.String,System.String]","05-04-2018 00:00:00","05-04-2018 23:59:59","201805-1",,"qfy4lbchiohweclm","/subscriptions/2807da60-5d5e-4f5f-b247-1f4bbd1833f4/resourceGroups/NCFXRG/providers/Microsoft.Storage/storageAccounts/qfy4lbchiohweclm","ussouthcentral","USD","0.0016","0.0016","0.000000777453838678328","True","40551b4c-e8be-48ed-b70b-f8d25c7de724",,
"/subscriptions/2807da60-5d5e-4f5f-b247-1f4bbd1833f4/providers/Microsoft.Consumption/usageDetails/073a99951a12905d0abc3b7236c398aa","073a99951a12905d0abc3b7236c398aa","Microsoft.Consumption/usageDetails","System.Collections.Generic.Dictionary`2[System.String,System.String]","05-04-2018 00:00:00","05-04-2018 23:59:59","201805-1",,"qfy4lbchiohweclm","/subscriptions/2807da60-5d5e-4f5f-b247-1f4bbd1833f4/resourceGroups/NCFXRG/providers/Microsoft.Storage/storageAccounts/qfy4lbchiohweclm","ussouthcentral","USD","0.00005","0.00005","0.00000291545189504373","True","3f2b1e1c-c886-4ec6-ad6f-dd0ef38819c9",,
"/subscriptions/2807da60-5d5e-4f5f-b247-1f4bbd1833f4/providers/Microsoft.Consumption/usageDetails/e4bad1e743fd34a6a0d58f5ad231da75","e4bad1e743fd34a6a0d58f5ad231da75","Microsoft.Consumption/usageDetails","System.Collections.Generic.Dictionary`2[System.String,System.String]","05-04-2018 00:00:00","05-04-2018 23:59:59","201805-1",,"KMAZST12-1","/subscriptions/2807da60-5d5e-4f5f-b247-1f4bbd1833f4/resourceGroups/NCFXRG/providers/Microsoft.Compute/virtualMachines/KMAZST12-1","southcentralus","USD","0.012291","0.012291","0","True","32c3ebec-1646-49e3-8127-2cafbd3a04d8",,
"/subscriptions/2807da60-5d5e-4f5f-b247-1f4bbd1833f4/providers/Microsoft.Consumption/usageDetails/e9d2c4e16811914829d24d164a989d7f","e9d2c4e16811914829d24d164a989d7f","Microsoft.Consumption/usageDetails","System.Collections.Generic.Dictionary`2[System.String,System.String]","05-04-2018 00:00:00","05-04-2018 23:59:59","201805-1",,"AzureNxtra-1","/subscriptions/2807da60-5d5e-4f5f-b247-1f4bbd1833f4/resourceGroups/NCFXRG/providers/Microsoft.Compute/virtualMachines/AzureNxtra-1","southcentralus","USD","0.007263","0.007263","0","True","32c3ebec-1646-49e3-8127-2cafbd3a04d8",,
"/subscriptions/2807da60-5d5e-4f5f-b247-1f4bbd1833f4/providers/Microsoft.Consumption/usageDetails/f734e947d310c85f73034532703eaafd","f734e947d310c85f73034532703eaafd","Microsoft.Consumption/usageDetails","System.Collections.Generic.Dictionary`2[System.String,System.String]","05-04-2018 00:00:00","05-04-2018 23:59:59","201805-1",,"Azstarm","/subscriptions/2807da60-5d5e-4f5f-b247-1f4bbd1833f4/resourceGroups/NCFXRG/providers/Microsoft.Compute/virtualMachines/Azstarm","southcentralus","USD","0.013538","0.013538","0","True","32c3ebec-1646-49e3-8127-2cafbd3a04d8",,
"/subscriptions/2807da60-5d5e-4f5f-b247-1f4bbd1833f4/providers/Microsoft.Consumption/usageDetails/95d935d3b3870b43c00a47292c9ad64f","95d935d3b3870b43c00a47292c9ad64f","Microsoft.Consumption/usageDetails","System.Collections.Generic.Dictionary`2[System.String,System.String]","05-04-2018 00:00:00","05-04-2018 23:59:59","201805-1",,"AZSTBill","/subscriptions/2807da60-5d5e-4f5f-b247-1f4bbd1833f4/resourceGroups/NCFXRG/providers/Microsoft.Compute/virtualMachines/AZSTBill","southcentralus","USD","0.016587","0.016587","0","True","32c3ebec-1646-49e3-8127-2cafbd3a04d8",,
"/subscriptions/2807da60-5d5e-4f5f-b247-1f4bbd1833f4/providers/Microsoft.Consumption/usageDetails/bfc0bf877943932ea3efd78d99a6c937","bfc0bf877943932ea3efd78d99a6c937","Microsoft.Consumption/usageDetails","System.Collections.Generic.Dictionary`2[System.String,System.String]","05-04-2018 00:00:00","05-04-2018 23:59:59","201805-1",,"AXAZST2-1","/subscriptions/2807da60-5d5e-4f5f-b247-1f4bbd1833f4/resourceGroups/NCFXRG/providers/Microsoft.Compute/virtualMachines/AXAZST2-1","southcentralus","USD","0.015186","0.015186","0","True","32c3ebec-1646-49e3-8127-2cafbd3a04d8",,
