"Name","Type","Tags","UsageStart","UsageEnd","InvoiceName","InstanceName","InstanceLocation","Currency","Subscriptionid","BillableQuantity","PretaxCost","IsEstimated","MeterId","UsageQuantity","TipcoCost"
"5072238312b9c1493c9799592ada2a82","Microsoft.Consumption/usageDetails","System.Collections.Generic.Dictionary`2[System.String,System.String]","31-03-2018 00:00:00","31-03-2018 23:59:59","","ACCRST-1","southcentralus","USD","2807da60-5d5e-4f5f-b247-1f4bbd1833f4","0.007844","0.000682887271423402","True","9995d93a-7d35-4d3f-9c69-7a7fea447ef4","0.007844","0.0549080008640885"
"ca4e846ab5683373c5dfbc48bd364f8d","Microsoft.Consumption/usageDetails","System.Collections.Generic.Dictionary`2[System.String,System.String]","22-03-2018 00:00:00","22-03-2018 23:59:59","","ACCRST-1","southcentralus","USD","2807da60-5d5e-4f5f-b247-1f4bbd1833f4","0","0","True","9995d93a-7d35-4d3f-9c69-7a7fea447ef4","0.00791","0.0553700011223555"
"a2ea7b86aff1f808133593efd32f671b","Microsoft.Consumption/usageDetails","System.Collections.Generic.Dictionary`2[System.String,System.String]","04-04-2018 00:00:00","04-04-2018 23:59:59","","ACCRST-2","southcentralus","USD","2807da60-5d5e-4f5f-b247-1f4bbd1833f4","0.008102","0.000705348377495206","True","9995d93a-7d35-4d3f-9c69-7a7fea447ef4","0.008102","0.0567139983177185"
"f73a335786f07c1611202e288e5e3291","Microsoft.Consumption/usageDetails","System.Collections.Generic.Dictionary`2[System.String,System.String]","30-03-2018 00:00:00","30-03-2018 23:59:59","","ACCRST-3","southcentralus","USD","2807da60-5d5e-4f5f-b247-1f4bbd1833f4","0.008319","0","True","32c3ebec-1646-49e3-8127-2cafbd3a04d8","0.008319","0.0582329984754324"
"8db8a036aa5c66fd964dab830f518e8e","Microsoft.Consumption/usageDetails","System.Collections.Generic.Dictionary`2[System.String,System.String]","17-03-2018 00:00:00","17-03-2018 23:59:59","201804-118109190558312","ACCRST-3","southcentralus","USD","2807da60-5d5e-4f5f-b247-1f4bbd1833f4","0.008786","0","False","32c3ebec-1646-49e3-8127-2cafbd3a04d8","0.008786","0.0615020021796227"
"18a4d603d1bc1072f7ad4760591dc1bf","Microsoft.Consumption/usageDetails","System.Collections.Generic.Dictionary`2[System.String,System.String]","25-03-2018 00:00:00","25-03-2018 23:59:59","","AzureNxtra-1","southcentralus","USD","2807da60-5d5e-4f5f-b247-1f4bbd1833f4","0.008786","0","True","32c3ebec-1646-49e3-8127-2cafbd3a04d8","0.008786","0.0615020021796227"
"6d96618646f9a4251ee3ed624c90aac8","Microsoft.Consumption/usageDetails","System.Collections.Generic.Dictionary`2[System.String,System.String]","25-03-2018 00:00:00","25-03-2018 23:59:59","","ACCRST-2","southcentralus","USD","2807da60-5d5e-4f5f-b247-1f4bbd1833f4","0.008967","0.000780654023821219","True","9995d93a-7d35-4d3f-9c69-7a7fea447ef4","0.008967","0.0627690004184842"
"ce116d363a37009d448fc6289956eb9c","Microsoft.Consumption/usageDetails","System.Collections.Generic.Dictionary`2[System.String,System.String]","02-04-2018 00:00:00","02-04-2018 23:59:59","","ACCRST-1","southcentralus","USD","2807da60-5d5e-4f5f-b247-1f4bbd1833f4","0.0092","0","True","32c3ebec-1646-49e3-8127-2cafbd3a04d8","0.0092","0.0644000014290214"
"980ce0d599e73229033b7eb78c5e2052","Microsoft.Consumption/usageDetails","System.Collections.Generic.Dictionary`2[System.String,System.String]","21-03-2018 00:00:00","21-03-2018 23:59:59","","AXAZST2-1","southcentralus","USD","2807da60-5d5e-4f5f-b247-1f4bbd1833f4","0.0092","0","True","32c3ebec-1646-49e3-8127-2cafbd3a04d8","0.0092","0.0644000014290214"
"19caf2f87a85e5177af4c2fde629045b","Microsoft.Consumption/usageDetails","System.Collections.Generic.Dictionary`2[System.String,System.String]","25-03-2018 00:00:00","25-03-2018 23:59:59","","ACCRST-3","southcentralus","USD","2807da60-5d5e-4f5f-b247-1f4bbd1833f4","0.009444","0.000822180952488858","True","9995d93a-7d35-4d3f-9c69-7a7fea447ef4","0.009444","0.06610800139606"
